,Unnamed: 0,HCPCS Code,Description,AETNA,CIGNA,HUMANA (Current),HUMANA (2020),HUMANA (2019),UNITED,>90% Agree,>85% Agree,>55% Agree,>51% Agree,WELLCARE BINARY,AETNA BINARY,Num Insurers That Require PR,At Least One Require Prior Auth,All Require Prior Auth,ndc_code,j_code,drug_id,HCPCS Category,sub_category_id,multum_category_id,multum_category_name,sub_category_name,CPT Category,PERCENT OF SPENDING,Category,Therapeutic_area
9934,9934,D7320,Alveoplasty w/o extraction,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9935,9935,D7321,Alveoloplasty not w/extracts,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9936,9936,D7340,Vestibuloplasty ridge extens,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9937,9937,D7350,Vestibuloplasty exten graft,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9938,9938,D7410,Rad exc lesion up to 1.25 cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9939,9939,D7411,Excision benign lesion>1.25c,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9940,9940,D7412,Excision benign lesion compl,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9941,9941,D7413,Excision malig lesion<=1.25c,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9942,9942,D7414,Excision malig lesion>1.25cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9943,9943,D7415,Excision malig les complicat,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9944,9944,D7440,Malig tumor exc to 1.25 cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9945,9945,D7441,Malig tumor > 1.25 cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9946,9946,D7450,Rem odontogen cyst to 1.25cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9947,9947,D7451,Rem odontogen cyst > 1.25 cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9948,9948,D7460,Rem nonodonto cyst to 1.25cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9949,9949,D7461,Rem nonodonto cyst > 1.25 cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9950,9950,D7465,Lesion destruction,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9951,9951,D7471,Rem exostosis any site,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9952,9952,D7472,Removal of torus palatinus,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9953,9953,D7473,Remove torus mandibularis,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9954,9954,D7485,Surg reduct osseoustuberosit,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9955,9955,D7490,Maxilla or mandible resectio,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9956,9956,D7510,I&d absc intraoral soft tiss,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9957,9957,D7511,Incision/drain abscess intra,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9958,9958,D7520,I&d abscess extraoral,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9959,9959,D7521,Incision/drain abscess extra,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9960,9960,D7530,Removal fb skin/areolar tiss,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9961,9961,D7540,Removal of fb reaction,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9962,9962,D7550,Removal of sloughed off bone,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9963,9963,D7560,Maxillary sinusotomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9964,9964,D7610,Maxilla open reduct simple,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9965,9965,D7620,Clsd reduct simpl maxilla fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9966,9966,D7630,Open red simpl mandible fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9967,9967,D7640,Clsd red simpl mandible fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9968,9968,D7650,Open red simp malar/zygom fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9969,9969,D7660,Clsd red simp malar/zygom fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9970,9970,D7670,Closd rductn splint alveolus,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9971,9971,D7671,Alveolus open reduction,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9972,9972,D7680,Reduct simple facial bone fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9973,9973,D7710,Maxilla open reduct compound,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9974,9974,D7720,Clsd reduct compd maxilla fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9975,9975,D7730,Open reduct compd mandble fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9976,9976,D7740,Clsd reduct compd mandble fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9977,9977,D7750,Open red comp malar/zygma fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9978,9978,D7760,Clsd red comp malar/zygma fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9979,9979,D7770,Open reduc compd alveolus fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9980,9980,D7771,Alveolus clsd reduc stblz te,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9981,9981,D7780,Reduct compnd facial bone fx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
9982,9982,D7810,Tmj open reduct-dislocation,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9983,9983,D7820,Closed tmp manipulation,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9984,9984,D7830,Tmj manipulation under anest,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
9985,9985,D7840,Removal of tmj condyle,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
9986,9986,D7850,Tmj meniscectomy,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9987,9987,D7852,Tmj repair of joint disc,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
9988,9988,D7854,Tmj excisn of joint membrane,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
9989,9989,D7856,Tmj cutting of a muscle,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
9990,9990,D7858,Tmj reconstruction,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
9991,9991,D7860,Tmj cutting into joint,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9992,9992,D7865,Tmj reshaping components,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9993,9993,D7870,Tmj aspiration joint fluid,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9994,9994,D7871,Lysis + lavage w catheters,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9995,9995,D7872,Tmj diagnostic arthroscopy,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9996,9996,D7873,Tmj arthroscopy lysis adhesn,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9997,9997,D7874,Tmj arthroscopy disc reposit,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9998,9998,D7875,Tmj arthroscopy synovectomy,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
9999,9999,D7876,Tmj arthroscopy discectomy,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10000,10000,D7877,Tmj arthroscopy debridement,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10001,10001,D7880,Occlusal orthotic appliance,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10002,10002,D7881,Occ orthotic device adjust,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10003,10003,D7899,Tmj unspecified therapy,K,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
10004,10004,D7910,Dent sutur recent wnd to 5cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10005,10005,D7911,Dental suture wound to 5 cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10006,10006,D7912,Suture complicate wnd > 5 cm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10007,10007,D7920,Dental skin graft,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10008,10008,D7921,Collect & appl blood product,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10009,10009,D7922,Place intra-socket bio dress,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10010,10010,D7940,Reshaping bone orthognathic,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
10011,10011,D7941,Bone cutting ramus closed,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10012,10012,D7943,Cutting ramus open w/graft,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
10013,10013,D7944,Bone cutting segmented,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10014,10014,D7945,Bone cutting body mandible,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10015,10015,D7946,Reconstruction maxilla total,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10016,10016,D7947,Reconstruct maxilla segment,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10017,10017,D7948,Reconstruct midface no graft,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
10018,10018,D7949,Reconstruct midface w/graft,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10019,10019,D7950,Mandible graft,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10020,10020,D7951,Sinus aug w bone or bone sub,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10021,10021,D7952,Sinus augmentation vertical,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10022,10022,D7953,Bone replacement graft,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10023,10023,D7955,Repair maxillofacial defects,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
10024,10024,D7961,Buccal/labial frenectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10025,10025,D7962,Lingual frenectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10026,10026,D7963,Frenuloplasty,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10027,10027,D7970,Excision hyperplastic tissue,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10028,10028,D7971,Excision pericoronal gingiva,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10029,10029,D7972,Surg redct fibrous tuberosit,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10030,10030,D7979,Non-surgical sialolithotomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10031,10031,D7980,Surgical sialolithotomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10032,10032,D7981,Excision of salivary gland,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10033,10033,D7982,Sialodochoplasty,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10034,10034,D7983,Closure of salivary fistula,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10035,10035,D7990,Emergency tracheotomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10036,10036,D7991,Dental coronoidectomy,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10037,10037,D7993,Surg place craniofacial impl,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10038,10038,D7994,Surg place zygomatic impl,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10039,10039,D7995,Synthetic graft facial bones,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,,,,D,,,,,,,Other,
10040,10040,D7996,Implant mandible for augment,K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10041,10041,D7997,Appliance removal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10042,10042,D7998,Intraoral place of fix dev,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10043,10043,D7999,Oral surgery procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10044,10044,D8010,Limited dental tx primary,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10045,10045,D8020,Limited dental tx transition,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10046,10046,D8030,Limited dental tx adolescent,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10047,10047,D8040,Limited dental tx adult,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10048,10048,D8050,Intercep dental tx primary,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10049,10049,D8060,Intercep dental tx transitn,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10050,10050,D8070,Compre dental tx transition,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10051,10051,D8080,Compre dental tx adolescent,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10052,10052,D8090,Compre dental tx adult,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10053,10053,D8210,Orthodontic rem appliance tx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10054,10054,D8220,Fixed appliance therapy habt,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10055,10055,D8660,Preorthodontic tx visit,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10056,10056,D8670,Periodic orthodontc tx visit,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10057,10057,D8680,Orthodontic retention,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10058,10058,D8681,Removable retainer adjust,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10059,10059,D8690,Orthodontic treatment,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10060,10060,D8695,Remove fixed ortho appliance,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,D,,,,,,,Other,
10061,10061,D8696,Rep of ortho appliance max,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
10062,10062,D8697,Rep of ortho appliance man,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,D,,,,,,,Other,
